amd r9,Breakout
amd 290x,Breakout
amd r9 290x,Breakout
r9 290x,Breakout
amd a6-5200,Breakout
amd a10-6800k,Breakout
amd fx-9590,Breakout
amd r9 280x,Breakout
amd a4-5000,Breakout
amd a10 6800k,Breakout
amd fx 9590,Breakout
amd r9 290,Breakout
amd catalyst 13.1,Breakout
amd fx-9370,Breakout
amd e1-1500,Breakout
amd firepro d300,+4,550%
gtx titan,+4,200%
amd richland,+3,150%
amd mantle,+2,600%
amd 9000 series,+2,000%
cgminer,+1,500%
tsla,+1,450%
amd kaveri,+1,200%
amd jaguar,+1,100%
amd kabini,+850%
